state	value*	action*
10169 0.00000000 1
10170 0.00000000 1
10172 0.00000000 1
10173 0.00000000 1
10174 0.00000000 1
10176 0.00000000 1
10178 0.00000000 1
10179 0.00000000 1
10180 0.00000000 1
10183 0.00000000 1
10184 0.00000000 1
10187 0.00000000 1
10188 0.00000000 1
10189 0.00000000 1
10190 0.00000000 1
10191 0.00000000 1
10193 0.00000000 1
10194 0.00000000 1
10196 0.00000000 1
10197 0.00000000 1
10198 0.00000000 1
10199 0.00000000 1
10200 0.00000000 1
10201 0.00000000 1
10202 0.00000000 1
10203 0.00000000 1
10204 0.00000000 1
10205 0.00000000 1
10207 0.00000000 1
10208 0.00000000 1
10210 0.00000000 1
10211 0.00000000 1
10212 0.00000000 1
10213 0.00000000 1
10214 0.00000000 1
10215 0.00000000 1
10216 0.00000000 1
10217 0.00000000 1
10218 0.00000000 1
10219 0.00000000 1
10221 0.00000000 1
10222 0.00000000 1
10223 0.00000000 1
10224 0.00000000 1
10225 0.00000000 1
10226 0.00000000 1
10227 0.00000000 2
10228 158.89901952 1
10229 558.15150877 1
10230 683.15150875 2
10231 325.61585752 1
10232 714.12937450 1
10233 1110.57238985 2
10234 612.75033629 1
10235 0.00000000 1
10237 0.00000000 1
10238 290.96007707 4
10240 384.27524987 3
10241 642.12740948 3
10242 558.09187656 1
10244 993.70447160 4
10245 1064.65239637 1
10246 881.11255839 1
10247 422.23086677 5
10248 750.63693470 1
10249 117.20618864 5
10250 146.44559718 5
10251 1138.06443407 1
10254 932.19559180 3
10255 873.35488340 3
10256 1172.20324948 3
10257 710.16395028 5
10258 993.88990689 3
10259 712.12723979 4
10261 1216.13790701 4
10262 1240.98993016 3
10264 1409.28767939 3
10265 1211.61992432 4
10266 989.59006384 2
10267 1433.61167990 1
10268 1479.22828311 1
10269 1492.40055388 3
10270 1541.56048252 3
10271 1814.76373994 4
10272 1895.43513038 3
10273 1944.41928574 3
10274 1029.02103543 3
10275 1027.39569942 3
10276 1382.76272726 1
10277 1595.25789303 3
10278 1493.08998298 5
10279 890.40743071 1
10281 1470.62764477 2
10282 1584.51378344 4
10283 1979.19759434 3
10284 1713.48672057 1
10285 1659.25735020 1
10286 1516.83156488 1
10287 1605.65748646 3
10288 1588.27995267 5
10290 1333.26605528 4
10291 1416.35811957 5
10292 1418.29473263 5
10293 1356.73098053 3
10294 1293.51301843 3
10295 1110.76219166 1
10296 1587.55074201 3
10297 1246.57244241 3
10300 0.00000000 2
10301 0.00000000 2
10304 1803.57977090 1
10305 1729.88959093 3
10306 1475.19697700 1
10307 1065.93330270 5
10308 1090.93330270 4
10309 431.95355812 1
10310 926.55145596 3
10311 648.81646699 1
10313 296.19559082 1
10314 613.25009615 3
10315 2015.19536220 5
10317 1813.53036764 3
10319 1626.71736344 4
10320 333.15873385 1
10325 1132.11796511 4
10326 907.11796516 1
10327 661.69707458 3
10331 1263.68497547 5
10332 696.62743364 2
10333 659.50579649 5
10336 974.44463198 4
10337 476.25283613 1
10340 0.00000000 2
10341 238.20740943 2
10347 421.28133622 4
10349 224.15588485 4
10503 9730.44885381 4
10504 9732.78587588 4
10508 9505.73460857 1
10509 9507.04279779 1
10518 8806.54740969 1
10519 8569.49102932 5
10521 8710.13396508 5
10524 8733.88398184 5
10527 8467.32708687 1
10531 8248.14795250 3
10534 8106.82830374 2
10535 8086.31302069 5
10536 7836.11240546 4
10538 7806.04181264 3
10540 7503.60400209 1
10541 7875.91447757 4
10543 7811.42226836 3
10544 7836.49878368 4
10545 7412.83586921 3
10547 7408.06246270 4
10549 7212.22305370 2
10550 7087.22303740 1
10552 6993.99373942 3
10554 6295.25217393 1
10555 7003.17462602 3
10556 7000.28675842 3
10559 6618.68425292 3
10560 6618.33267512 3
10563 6299.96900351 3
10564 6285.57317460 3
10565 5991.28395636 5
10566 6253.50956848 2
10567 6044.13451565 3
10568 5973.30763311 2
10569 5917.96320571 3
10570 5896.05086838 3
10572 5157.95882447 1
10573 5756.52686684 1
10574 5697.81763796 4
10575 5672.03949227 3
10579 5114.04711933 3
10580 5106.12007355 3
10581 5233.90060615 3
10582 5219.39063078 3
10583 5191.61049162 3
10584 4548.04143670 5
10586 4634.31330502 2
10587 4771.64382026 3
10588 4757.90547052 3
10589 4746.69020493 2
10593 4330.97960778 3
10595 0.00000000 1
10596 3771.68164681 1
10598 3269.91933880 3
10599 3262.21049870 3
10600 3234.50845312 3
10601 0.00000000 1
10605 0.00000000 1
10606 3570.31203374 3
10607 0.00000000 1
10608 0.00000000 1
10609 0.00000000 1
10613 0.00000000 1
10614 0.00000000 1
10617 0.00000000 1
10618 0.00000000 1
10620 0.00000000 1
10622 0.00000000 1
10623 0.00000000 1
10624 0.00000000 1
10625 0.00000000 1
10627 0.00000000 1
10628 0.00000000 1
10630 0.00000000 1
10631 0.00000000 1
10632 0.00000000 1
10633 0.00000000 1
10634 0.00000000 1
10635 0.00000000 1
10636 0.00000000 1
10638 0.00000000 1
10639 0.00000000 1
10640 0.00000000 1
10641 0.00000000 1
10642 0.00000000 1
10644 0.00000000 1
10645 0.00000000 1
10646 0.00000000 1
10647 0.00000000 1
10648 0.00000000 1
10649 0.00000000 1
10650 0.00000000 1
10651 0.00000000 1
10652 0.00000000 1
10653 0.00000000 1
10656 0.00000000 1
10657 0.00000000 1
10658 0.00000000 1
10662 0.00000000 1
10663 0.00000000 1
10666 0.00000000 1
10667 0.00000000 1
10668 0.00000000 1
10671 0.00000000 1
10673 0.00000000 1
10674 0.00000000 1
10676 0.00000000 1
10677 0.00000000 1
10679 0.00000000 1
10680 0.00000000 1
10681 0.00000000 1
10684 0.00000000 1
10685 0.00000000 1
10686 0.00000000 1
10687 0.00000000 1
10689 0.00000000 1
10690 0.00000000 1
10691 0.00000000 1
10694 0.00000000 1
10695 0.00000000 1
10696 0.00000000 1
10697 0.00000000 1
10699 0.00000000 1
10700 0.00000000 1
10701 0.00000000 1
10704 0.00000000 1
10705 0.00000000 1
10706 0.00000000 1
10707 0.00000000 1
10708 0.00000000 1
10709 0.00000000 1
10710 0.00000000 1
10712 0.00000000 1
10714 0.00000000 1
10715 0.00000000 1
10717 0.00000000 1
10719 0.00000000 1
10720 0.00000000 1
10721 0.00000000 1
10722 0.00000000 1
10723 0.00000000 1
10724 0.00000000 1
10725 0.00000000 1
10726 0.00000000 1
10727 0.00000000 1
10728 0.00000000 1
10731 0.00000000 1
10732 0.00000000 1
10733 0.00000000 1
10734 0.00000000 1
10735 0.00000000 1
10736 0.00000000 1
10737 0.00000000 1
10738 53.24381131 3
10739 391.77932324 3
10740 163.41317076 1
10741 405.30138208 2
10742 531.55818691 3
10743 836.37424281 3
10744 910.26065064 3
10745 0.00000000 1
10746 205.29392899 1
10747 186.57748078 1
10749 73.97171749 2
10751 468.29148274 4
10752 455.93587524 3
10754 765.64708981 5
10755 804.52749728 4
10756 654.71309698 4
10757 429.71309703 1
10758 298.77732383 1
10759 551.88888874 3
10760 37.23617999 3
10762 840.84244220 1
10763 472.78544848 1
10764 1211.61992432 4
10765 931.44389517 1
10766 1075.09759948 1
10767 1396.51375646 2
10768 721.00679394 5
10769 1292.40055392 1
10770 499.62404173 4
10771 1055.76329226 3
10772 1747.79930990 2
10773 1052.46483233 3
10774 1246.05048211 3
10775 1238.74120381 3
10776 971.88325931 3
10778 1473.79582321 3
10780 1404.77751075 3
10782 1782.89316113 3
10783 1799.85400415 5
10784 1798.24553993 3
10789 1306.55451927 3
10790 1396.49409196 3
10791 1396.49409196 3
10792 1443.29473263 4
10794 1121.00855394 2
10795 1711.15412313 3
10796 1587.56153725 3
10797 1594.06803525 3
10798 1368.07047550 3
10799 1333.83884182 1
10800 1655.51508529 4
10801 2021.95373770 3
10802 1731.94924208 3
10803 881.10937543 2
10804 1107.04666226 5
10805 1062.27004513 3
10806 987.27004515 2
10807 991.02009590 2
10812 1994.90383456 3
10814 1150.86961697 3
10815 2076.43520726 3
10817 1709.82243279 2
10818 870.15645675 5
10820 1398.45762151 3
10821 867.07465638 2
10823 988.58210209 3
10824 942.09771775 2
10825 907.11796516 1
10828 193.19102051 2
10829 1418.47427485 5
10831 1214.99318124 3
10832 1471.51755281 4
10833 1043.45128771 3
10836 993.15241772 3
10837 560.12814814 2
10842 371.93239194 3
10843 409.55484939 3
10844 917.66420831 2
10847 107.40059451 3
10851 177.91386872 3
11008 9507.27035758 1
11017 9150.30209661 4
11020 8637.17859840 5
11021 8710.13396606 3
11023 8733.88397987 3
11024 8640.74104867 5
11025 8684.74109683 4
11028 8246.13111840 3
11030 8247.87541394 3
11031 8047.87540385 1
11032 8101.19410178 2
11034 8250.31202902 5
11035 8146.33351460 3
11037 7697.79224426 5
11039 7713.05509257 2
11040 7701.89204829 5
11042 7392.14582180 3
11044 6950.32131900 1
11046 7400.10050470 3
11048 6990.81235753 4
11050 6919.76106424 2
11051 6999.93424915 3
11052 6998.96045252 3
11054 6696.33877220 4
11056 6698.93657597 4
11057 6396.31388657 5
11058 6430.01957671 5
11060 6619.35013267 3
11061 6292.57493772 4
11062 6187.06221145 3
11063 6298.29803905 3
11065 6001.62706141 3
11067 5922.43432782 3
11069 5332.47654139 3
11070 5541.00761674 3
11071 5304.48219221 5
11072 5521.86214621 3
11073 5505.80027852 3
11074 5492.25924112 3
11076 5007.46878747 5
11077 5004.13786574 3
11078 5049.41370456 3
11079 4982.77975604 3
11080 5106.49080498 3
11083 4596.27551677 4
11084 4548.04148458 3
11085 0.00000000 1
11087 4246.12195212 1
11088 0.00000000 1
11089 3522.83800220 3
11090 3503.01067175 3
11092 0.00000000 1
11095 0.00000000 1
11096 3789.91609614 2
11098 0.00000000 1
11099 0.00000000 1
11100 0.00000000 1
11102 0.00000000 1
11103 0.00000000 1
11108 0.00000000 1
11109 0.00000000 1
11111 0.00000000 1
11113 0.00000000 1
11114 0.00000000 1
11115 0.00000000 1
11118 0.00000000 1
11121 0.00000000 1
11122 0.00000000 1
11123 0.00000000 1
11124 0.00000000 1
11125 0.00000000 1
11126 0.00000000 1
11129 0.00000000 1
11130 0.00000000 1
11131 0.00000000 1
11132 0.00000000 1
11133 0.00000000 1
11134 0.00000000 1
11136 0.00000000 1
11137 0.00000000 1
11138 0.00000000 1
11139 0.00000000 1
11140 0.00000000 1
11141 0.00000000 1
11143 0.00000000 1
11146 0.00000000 1
11147 0.00000000 1
11148 0.00000000 1
11149 0.00000000 1
11151 0.00000000 1
11157 0.00000000 1
11159 0.00000000 1
11161 0.00000000 1
11162 0.00000000 1
11163 0.00000000 1
11164 0.00000000 1
11165 0.00000000 1
11166 0.00000000 1
11167 0.00000000 1
11168 0.00000000 1
11169 0.00000000 1
11170 0.00000000 1
11171 0.00000000 1
11175 0.00000000 1
11177 0.00000000 1
11178 0.00000000 1
11179 0.00000000 1
11180 0.00000000 1
11184 0.00000000 1
11185 0.00000000 1
11187 0.00000000 1
11188 0.00000000 1
11189 0.00000000 1
11193 0.00000000 1
11194 0.00000000 1
11196 0.00000000 1
11197 0.00000000 1
11198 0.00000000 1
11199 0.00000000 1
11201 0.00000000 1
11202 0.00000000 1
11204 0.00000000 1
11205 0.00000000 1
11206 0.00000000 1
11207 0.00000000 1
11208 0.00000000 1
11211 0.00000000 1
11212 0.00000000 1
11215 0.00000000 1
11216 0.00000000 1
11217 0.00000000 1
11218 0.00000000 1
11219 0.00000000 1
11220 0.00000000 1
11221 0.00000000 1
11224 0.00000000 1
11226 0.00000000 1
11227 0.00000000 1
11229 0.00000000 1
11230 0.00000000 1
11231 0.00000000 1
11232 0.00000000 1
11233 0.00000000 1
11234 0.00000000 1
11235 0.00000000 1
11236 0.00000000 1
11237 0.00000000 2
11238 0.00000000 4
11241 0.00000000 1
11242 0.00000000 1
11243 0.00000000 1
11245 0.00000000 1
11246 0.00000000 1
11247 0.00000000 1
11249 216.78933588 3
11252 330.87170324 5
11253 602.91440282 3
11254 606.13221703 2
11255 704.52749730 2
11256 72.03593516 4
11257 0.00000000 2
11260 0.00000000 1
11261 317.26583084 3
11262 338.75249613 3
11264 803.94839535 3
11265 646.11090468 3
11266 1016.95647078 3
11267 391.70685571 2
11269 282.73266259 3
11270 376.37587208 4
11271 1080.76329225 4
11272 1018.13334594 2
11274 1246.05048211 3
11275 1094.54866022 3
11276 955.14014411 4
11277 1038.48271799 1
11278 1083.79974091 1
11279 1284.37526402 3
11280 1350.20236634 3
11281 1435.59058213 1
11282 1784.08833153 4
11283 1798.75081329 3
11285 864.88311963 4
11287 1361.08418538 3
11288 1374.22557584 3
11289 1287.31035121 3
11290 1194.26978140 5
11291 1183.61955825 2
11292 1630.99518016 5
11293 1786.39657684 3
11294 1823.28152600 3
11295 1337.31408806 1
11296 1497.19469485 2
11297 1375.66487967 3
11298 1389.43528937 3
11301 1349.03281193 1
11302 1145.85715721 2
11304 1162.80658001 3
11306 1407.22246415 4
11307 1395.95545473 4
11308 720.70818828 1
11310 1401.36107292 5
11311 0.00000000 2
11314 882.93748367 4
11315 1672.71062477 1
11316 1473.39946437 4
11317 1323.32228660 1
11321 844.26492559 2
11324 415.76452777 2
11325 1842.22077635 5
11328 1504.39891342 3
11333 704.94036965 5
11334 654.90177252 5
11335 859.12983480 4
11336 876.37698660 2
11337 441.98294645 5
11339 1131.89383264 4
11341 901.57459683 5
11342 1156.80092114 5
11343 394.52550084 3
11346 857.06295195 2
11347 818.07898787 5
11351 105.41931096 5
11352 6.44987897 2
11355 199.64264803 3
11357 251.87482713 4
11359 95.31761172 3
11508 9507.04279779 1
11510 9048.13457424 2
11512 9195.88233522 3
11514 9220.88233595 4
11521 8710.39950438 3
11522 8635.11202260 2
11525 8602.50782636 3
11526 8539.68252201 4
11527 8249.81750316 5
11529 8227.19429963 4
11530 7636.17271265 1
11531 8293.75481587 5
11535 7830.67712298 5
11537 7855.11999412 4
11538 7755.70500651 2
11540 7392.40530813 5
11541 7392.40530813 5
11542 7395.37984151 3
11544 6766.77853056 1
11545 7402.91433174 3
11550 6996.85647544 3
11551 6996.61548833 3
11552 6547.75862137 2
11554 6660.80140546 3
11555 6647.58865538 3
11556 6338.01638962 5
11557 6351.47065692 3
11558 6274.87441629 3
11559 6266.70342393 3
11560 6266.22058139 3
11561 6192.57493774 2
11563 5715.84099878 1
11564 5807.66907708 5
11565 5809.70931004 3
11568 5187.83112863 1
11570 5405.40868693 4
11572 5538.94420861 4
11574 4847.00729302 4
11575 4822.33979712 3
11577 4730.48268171 1
11578 5063.07955151 3
11580 3721.90353284 3
11581 3726.49084888 3
11586 0.00000000 1
11587 4104.81455132 2
11589 0.00000000 1
11590 0.00000000 1
11591 0.00000000 1
11592 0.00000000 1
11593 0.00000000 1
11594 0.00000000 1
11597 0.00000000 1
11599 0.00000000 1
11600 0.00000000 1
11604 0.00000000 1
11605 0.00000000 1
11607 0.00000000 1
11608 0.00000000 1
11609 0.00000000 1
11611 0.00000000 1
11613 0.00000000 1
11614 0.00000000 1
11615 0.00000000 1
11616 0.00000000 1
11617 0.00000000 1
11620 0.00000000 1
11621 0.00000000 1
11622 0.00000000 1
11623 0.00000000 1
11627 0.00000000 1
11629 0.00000000 1
11630 0.00000000 1
11631 0.00000000 1
11634 0.00000000 1
11638 0.00000000 1
11639 0.00000000 1
11640 0.00000000 1
11643 0.00000000 1
11646 0.00000000 1
11650 0.00000000 1
11652 0.00000000 1
11654 0.00000000 1
11655 0.00000000 1
11656 0.00000000 1
11657 0.00000000 1
11659 0.00000000 1
11661 0.00000000 1
11665 0.00000000 1
11666 0.00000000 1
11667 0.00000000 1
11668 0.00000000 1
11669 0.00000000 1
11670 0.00000000 1
11671 0.00000000 1
11675 0.00000000 1
11676 0.00000000 1
11677 0.00000000 1
11678 0.00000000 1
11679 0.00000000 1
11680 0.00000000 1
11682 0.00000000 1
11683 0.00000000 1
11685 0.00000000 1
11686 0.00000000 1
11688 0.00000000 1
11689 0.00000000 1
11690 0.00000000 1
11692 0.00000000 1
11694 0.00000000 1
11695 0.00000000 1
11696 0.00000000 1
11697 0.00000000 1
11699 0.00000000 1
11703 0.00000000 1
11704 0.00000000 1
11705 0.00000000 1
11707 0.00000000 1
11708 0.00000000 1
11709 0.00000000 1
11711 0.00000000 1
11712 0.00000000 1
11713 0.00000000 1
11714 0.00000000 1
11715 0.00000000 1
11716 0.00000000 1
11718 0.00000000 1
11724 0.00000000 1
11725 0.00000000 1
11727 0.00000000 1
11728 0.00000000 1
11729 0.00000000 1
11730 0.00000000 1
11731 0.00000000 1
11734 0.00000000 1
11736 0.00000000 1
11737 0.00000000 1
11739 0.00000000 1
11740 0.00000000 1
11741 0.00000000 1
11742 0.00000000 1
11743 0.00000000 1
11744 0.00000000 1
11745 0.00000000 1
11747 0.00000000 2
11748 0.00000000 2
11749 216.78933588 3
11750 0.00000000 2
11751 149.45534693 2
11752 130.87170328 1
11753 637.85529725 2
11754 481.13221706 1
11755 0.00000000 1
11756 0.00000000 2
11758 106.00137891 4
11762 189.83457640 1
11763 389.83457636 3
11764 466.52394691 2
11766 444.09122902 4
11767 140.63769929 2
11768 0.00000000 2
11769 414.43586046 3
11770 0.00000000 1
11771 515.55713966 1
11772 550.61419478 1
11773 215.23440056 1
11774 1072.26778777 4
11775 645.16533680 1
11776 866.32378464 3
11777 1136.13558080 2
11778 354.38488369 1
11779 894.40181062 1
11780 224.85040202 2
11781 937.78231690 3
11782 1595.14498168 3
11783 869.32422834 3
11784 1103.50252203 4
11785 1070.65494455 3
11786 844.48535229 4
11789 1265.36216395 3
11790 1194.26978140 3
11792 1633.50712419 5
11793 1681.12823565 4
11794 1668.21424470 3
11795 708.31644097 3
11799 1105.86930097 4
11801 1191.10892970 3
11802 1329.40237828 4
11804 911.40555626 3
11805 1556.18886464 3
11806 1357.02038924 3
11810 1487.12473633 4
11811 1834.64297399 3
11812 1459.82804139 3
11813 638.26946984 3
11816 811.75579849 3
11817 1117.78456560 1
11818 698.40249296 1
11819 369.88102992 1
11822 189.71292718 1
11823 0.00000000 2
11824 937.13150857 4
11825 1890.17583533 3
11828 661.26580070 3
11830 1077.18991163 3
11831 602.22927421 3
11833 698.17152912 3
11835 421.28404137 1
11836 421.28404137 1
11837 326.57562786 2
11839 933.19456500 1
11842 1174.35873861 5
11843 739.21795411 3
11846 739.51439257 4
11847 327.45664898 3
11850 0.00000000 2
11851 0.00000000 2
11852 275.36292279 4
11853 655.08224598 4
11857 16.80027516 3
11867 110.63607398 5
12001 9630.44885381 2
12003 9707.04279779 3
12005 9707.04279779 3
12007 9730.44885404 4
12008 9632.78587564 2
12011 9119.38458007 2
12012 8806.05881700 1
12013 9196.36834688 5
12015 9123.13457567 3
12016 9143.13457995 2
12019 8708.42851042 3
12021 8281.32609426 1
12022 8260.07991020 1
12025 8711.11239527 3
12026 8250.16730697 3
12028 8132.32476816 2
12029 8271.62637473 3
12031 8136.88916533 4
12032 7784.66535712 5
12033 7810.06949729 3
12035 7208.12620184 1
12037 7819.39957009 3
12039 7365.39731995 3
12042 7393.66562908 3
12044 7020.94492727 1
12045 7052.20140884 4
12046 7027.20140884 3
12047 7055.08063904 4
12048 6731.52927797 2
12049 6922.31286325 2
12051 6629.46564521 3
12052 6630.40388828 5
12054 6445.18691274 1
12056 6343.96581309 3
12058 6218.22544429 3
12059 5862.69559817 1
12060 5660.02370720 5
12061 5886.54045454 3
12062 5614.60348064 2
12063 5840.01592264 3
12064 5832.07972758 3
12068 5311.36049936 4
12069 5365.38771967 3
12070 5090.95975318 5
12074 4822.00729302 3
12076 0.00000000 1
12078 4434.77373064 1
12079 0.00000000 1
12080 3758.99070857 3
12081 3755.67058797 4
12082 0.00000000 1
12083 0.00000000 1
12087 0.00000000 1
12088 0.00000000 1
12089 0.00000000 1
12090 0.00000000 1
12091 0.00000000 1
12094 0.00000000 1
12096 0.00000000 1
12098 0.00000000 1
12099 0.00000000 1
12102 0.00000000 1
12104 0.00000000 1
12105 0.00000000 1
12106 0.00000000 1
12107 0.00000000 1
12108 0.00000000 1
12109 0.00000000 1
12111 0.00000000 1
12112 0.00000000 1
12113 0.00000000 1
12115 0.00000000 1
12118 0.00000000 1
12120 0.00000000 1
12121 0.00000000 1
12122 0.00000000 1
12123 0.00000000 1
12125 0.00000000 1
12129 0.00000000 1
12130 0.00000000 1
12131 0.00000000 1
12133 0.00000000 1
12134 0.00000000 1
12137 0.00000000 1
12138 0.00000000 1
12141 0.00000000 1
12142 0.00000000 1
12143 0.00000000 1
12145 0.00000000 1
12146 0.00000000 1
12147 0.00000000 1
12148 0.00000000 1
12150 0.00000000 1
12152 0.00000000 1
12156 0.00000000 1
12157 0.00000000 1
12158 0.00000000 1
12159 0.00000000 1
12160 0.00000000 1
12162 0.00000000 1
12164 0.00000000 1
12165 0.00000000 1
12169 0.00000000 1
12173 0.00000000 1
12174 0.00000000 1
12178 0.00000000 1
12181 0.00000000 1
12182 0.00000000 1
12183 0.00000000 1
12184 0.00000000 1
12186 0.00000000 1
12187 0.00000000 1
12190 0.00000000 1
12191 0.00000000 1
12192 0.00000000 1
12193 0.00000000 1
12195 0.00000000 1
12196 0.00000000 1
12199 0.00000000 1
12200 0.00000000 1
12201 0.00000000 1
12202 0.00000000 1
12207 0.00000000 1
12208 0.00000000 1
12209 0.00000000 1
12217 0.00000000 1
12220 0.00000000 1
12222 0.00000000 1
12223 0.00000000 1
12225 0.00000000 1
12226 0.00000000 1
12232 0.00000000 1
12233 0.00000000 1
12235 0.00000000 1
12237 0.00000000 1
12238 0.00000000 1
12239 0.00000000 1
12240 0.00000000 1
12241 0.00000000 1
12244 0.00000000 1
12245 0.00000000 1
12246 0.00000000 1
12247 0.00000000 1
12248 0.00000000 1
12249 0.00000000 1
12250 0.00000000 1
12251 0.00000000 1
12252 0.00000000 1
12253 0.00000000 1
12254 0.00000000 1
12255 0.00000000 1
12256 0.00000000 1
12257 0.00000000 1
12259 81.00137892 3
12260 52.28976736 4
12261 53.60469502 4
12262 348.74603911 2
12263 223.74603913 1
12264 77.16388479 1
12265 410.30650257 2
12266 0.00000000 2
12270 168.59402457 3
12271 73.23825691 5
12272 196.13707177 3
12273 298.07147688 5
12275 359.54090907 2
12276 244.73569513 3
12278 300.13601889 3
12279 138.83639391 3
12280 0.00000000 1
12281 780.90129216 2
12284 864.95467084 2
12285 939.95467082 3
12286 828.76090614 4
12287 651.16088259 1
12288 941.88650165 4
12289 1072.54081501 3
12290 1143.78250328 3
12291 1658.50712419 4
12293 1654.69923726 3
12294 899.45005702 3
12297 1123.12441409 3
12298 1137.81126396 3
12299 880.86930101 1
12300 907.86772950 2
12301 998.31332934 4
12302 1499.14530352 4
12303 1654.28544086 3
12304 1628.80817791 3
12305 1321.34703196 1
12307 1198.47035223 3
12308 1176.08290673 3
12309 848.56215027 1
12311 1115.01884799 4
12312 1159.23105658 4
12313 948.56034113 3
12314 748.56034117 1
12315 1005.12608642 1
12316 1203.44227273 4
12317 1257.87589874 3
12318 319.56745116 1
12320 1117.03042803 5
12321 1217.28030617 5
12322 1799.47358195 3
12324 668.22510361 4
12325 1191.09545173 1
12326 996.14079822 1
12327 1079.27492149 4
12330 606.16136802 4
12334 132.05009698 2
12335 1589.72072878 4
12337 1316.12782782 4
12339 1058.19456498 2
12342 1199.95194064 3
12343 456.76482359 5
12344 431.67302379 4
12345 620.64565501 4
12346 604.64831425 3
12347 135.03099901 5
12348 690.04996654 5
12351 640.92007612 4
12352 898.25936249 3
12353 220.87070079 3
12355 497.42707483 5
12356 578.08364126 2
12361 31.47328847 4
12365 0.00000000 1
12369 10.95344343 5
12502 9705.44885405 3
12504 9506.74187956 1
12506 9630.44885386 2
12511 9194.38457260 3
12512 9196.55211278 3
12513 8955.77946074 1
12516 9196.76959899 3
12517 8938.49616953 3
12518 8711.03934276 3
12519 8667.71223629 4
12521 8662.17859839 4
12523 8758.86185631 4
12525 8249.16831727 3
12526 7840.56366241 1
12527 7819.16147071 1
12528 8272.02701256 3
12532 7809.95307391 5
12533 7811.54284319 3
12534 7810.82088078 3
12536 7627.88458299 1
12538 7433.04029967 4
12539 7365.27297527 4
12540 7055.75112302 4
12541 7393.82994876 3
12542 7012.93863482 5
12543 7010.36734311 3
12544 7003.46608308 3
12545 7023.08109835 3
12547 6700.91062667 3
12548 6716.07915082 3
12549 6642.15094245 3
12550 6631.46744548 3
12552 6241.20729712 3
12554 6018.61814734 5
12555 6172.19487390 3
12556 6143.43889102 3
12559 5318.48372085 1
12560 5386.59476353 1
12561 5738.35348048 4
12562 5691.28188128 3
12563 5837.56972021 3
12565 5107.86873481 3
12566 5107.71057360 3
12569 4881.00054306 1
12571 3999.02238626 3
12572 3990.25137737 3
12577 0.00000000 1
12578 0.00000000 1
12580 0.00000000 1
12581 0.00000000 1
12582 0.00000000 1
12583 0.00000000 1
12584 0.00000000 1
12585 0.00000000 1
12590 0.00000000 1
12591 0.00000000 1
12595 0.00000000 1
12596 0.00000000 1
12598 0.00000000 1
12599 0.00000000 1
12600 0.00000000 1
12603 0.00000000 1
12604 0.00000000 1
12605 0.00000000 1
12606 0.00000000 1
12607 0.00000000 1
12611 0.00000000 1
12612 0.00000000 1
12615 0.00000000 1
12616 0.00000000 1
12618 0.00000000 1
12619 0.00000000 1
12620 0.00000000 1
12621 0.00000000 1
12622 0.00000000 1
12623 0.00000000 1
12626 0.00000000 1
12628 0.00000000 1
12632 0.00000000 1
12633 0.00000000 1
12634 0.00000000 1
12636 0.00000000 1
12639 0.00000000 1
12640 0.00000000 1
12641 0.00000000 1
12643 0.00000000 1
12644 0.00000000 1
12647 0.00000000 1
12648 0.00000000 1
12650 0.00000000 1
12653 0.00000000 1
12655 0.00000000 1
12656 0.00000000 1
12660 0.00000000 1
12664 0.00000000 1
12666 0.00000000 1
12667 0.00000000 1
12668 0.00000000 1
12669 0.00000000 1
12673 0.00000000 1
12674 0.00000000 1
12675 0.00000000 1
12676 0.00000000 1
12677 0.00000000 1
12678 0.00000000 1
12679 0.00000000 1
12681 0.00000000 1
12682 0.00000000 1
12683 0.00000000 1
12684 0.00000000 1
12685 0.00000000 1
12686 0.00000000 1
12687 0.00000000 1
12688 0.00000000 1
12690 0.00000000 1
12693 0.00000000 1
12694 0.00000000 1
12695 0.00000000 1
12699 0.00000000 1
12701 0.00000000 1
12702 0.00000000 1
12703 0.00000000 1
12704 0.00000000 1
12705 0.00000000 1
12707 0.00000000 1
12708 0.00000000 1
12710 0.00000000 1
12712 0.00000000 1
12713 0.00000000 1
12714 0.00000000 1
12716 0.00000000 1
12718 0.00000000 1
12719 0.00000000 1
12721 0.00000000 1
12724 0.00000000 1
12726 0.00000000 1
12727 0.00000000 1
12729 0.00000000 1
12731 0.00000000 1
12732 0.00000000 1
12734 0.00000000 1
12736 0.00000000 1
12738 0.00000000 1
12741 0.00000000 1
12742 0.00000000 1
12743 0.00000000 1
12745 0.00000000 1
12746 0.00000000 1
12748 0.00000000 1
12749 0.00000000 1
12750 0.00000000 1
12752 0.00000000 1
12753 0.00000000 1
12754 0.00000000 1
12755 0.00000000 1
12756 0.00000000 2
12757 0.00000000 2
12758 0.00000000 1
12759 0.00000000 2
12760 0.00000000 1
12761 0.00000000 2
12762 0.00000000 1
12763 348.74603911 2
12764 0.00000000 1
12765 0.00000000 1
12766 0.00000000 1
12767 0.00000000 1
12768 0.00000000 1
12769 0.00000000 1
12771 11.35719070 4
12772 211.60307467 3
12773 193.03990872 2
12774 279.07654514 5
12775 75.16588966 1
12776 13.67285634 3
12778 163.57159986 2
12779 0.00000000 1
12781 269.04159710 1
12782 0.00000000 2
12783 956.21650817 3
12784 826.91240541 2
12785 730.46036094 3
12786 950.55494056 3
12787 0.18263174 1
12788 502.57174251 1
12789 627.57174249 2
12790 785.94666627 3
12791 1426.47401019 3
12792 1454.69923730 1
12793 949.86414856 3
